text,label_slot,label_intent
havayolu kodu olarak,O O B-airline_code,airline
new york'tan las vegas'a pazar günü gelen tüm uçuşları bana ver,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-arrive_date.day_name O O O O O O,flight
bana boston'dan denver'a uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
tampa'dan montreal'e bir uçuşa ihtiyacım var,B-fromloc.city_name B-toloc.city_name O O O O,flight
memphis'ten miami'ye en ucuz uçak bileti,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
bana yarın öğleden sonra kıtada indianapolis'ten san diego'ya uçuşları göster,O B-depart_date.today_relative B-depart_time.period_of_day I-depart_time.period_of_day B-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
pittsburgh oakland arası gidiş dönüş tüm uçuşların ücretlerini göster,B-fromloc.city_name B-toloc.city_name O B-round_trip I-round_trip O O O O,airfare
lütfen washington dc'den atlanta'ya uçuşları listeleyin,O B-fromloc.city_name B-fromloc.state_code B-toloc.city_name O O,flight
baltimore'a uçmak istiyorum,B-toloc.city_name O O,flight
cuma günü pittsburgh'dan san francisco'ya birinci sınıf uçuşları göster,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-class_type I-class_type O O,flight
philadelphia'da duran washington'dan boston'a bir uçuşunuz var mı,B-stoploc.city_name O B-fromloc.city_name B-toloc.city_name O O O O,flight
bana san francisco ve washington dc arasındaki gidiş dönüş ücretlerini göster,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-round_trip I-round_trip O O,airfare
baltimore'dan cuma günü hangi uçuşlar kalkıyor ve saat 2000 ile san francisco'ya varıyor,B-fromloc.city_name B-depart_date.day_name O O O O O O B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name I-toloc.city_name O,flight
new york'tan san francisco'ya bir uçuşa ihtiyacım var,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O,flight
lütfen bana çarşamba sabahı ve perşembe öğleden sonra atlanta'dan boston'a uçuşlar verin,O O B-depart_date.day_name B-depart_time.period_of_day O B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O,flight
bana 2 ağustostaki boston denver uçuşlarını göster,O B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O,flight
boston'dan atlanta'ya hangi uçuş atlanta'ya en erken varıyor,B-fromloc.city_name B-toloc.city_name O O B-toloc.city_name B-flight_mod I-flight_mod O,flight
sekiz ağustosta ayrılmaya değer boston'dan dallas fort worth'a en erken uçuş ne zaman,B-depart_date.day_number B-depart_date.month_name O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod O O O,flight
philadelphia'dan ayrılmak ve perşembe günü atlanta'ya varmak istiyorum,B-fromloc.city_name O O B-arrive_date.day_name O B-toloc.city_name O O,flight
bana baltimore'dan seattle'a giden tüm uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O O O,flight
washington dc'den geçen toronto'dan san diego'ya kalkan tüm us air uçuşları göster,B-stoploc.city_name B-stoploc.state_code O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-airline_name I-airline_name O O,flight
atlanta'dan baltimore'a durmadan uçmak ve akşam 7'de oraya varmak istiyorum,B-fromloc.city_name B-toloc.city_name B-flight_stop O O B-arrive_time.time B-arrive_time.time O O O,flight
denver'dan baltimore'a uçuşlarınız nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
baltimore'dan philadelphia'ya tüm uçuşlar 1000 dolardan az,B-fromloc.city_name B-toloc.city_name O O B-fare_amount I-fare_amount B-cost_relative,flight
seattle'da kara taşımacılığına ihtiyacım var,B-city_name O O O O,ground_service
atlanta'dan dallas'a tüm uçuşlar ve ücretler 1200'den sonra 1100 dolardan az gidiş dönüş,B-fromloc.city_name B-toloc.city_name O O O O B-depart_time.time B-depart_time.time_relative B-fare_amount I-fare_amount B-cost_relative B-round_trip I-round_trip,flight+airfare
bana boston dfw arasındaki tüm uçuşları göster,O B-fromloc.city_name B-toloc.airport_code O O O O,flight
otuz bir mayıs pazartesi toronto'dan salt lake city'e us air uçuşumuz var mı,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-depart_date.day_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-airline_name I-airline_name O O O,flight
perşembe günü saat 7'den önce boston'dan atlanta'ya giden tüm uçuşları listele,B-depart_date.day_name O B-depart_time.time I-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O O O,flight
salı akşamı baltimore'dan dallas'a uçmam gerekiyor,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O,flight
ewr nedir,B-airport_code O,abbreviation
boston'dan washington'a giden en erken sabah uçuşu nedir,B-fromloc.city_name B-toloc.city_name O B-flight_mod I-flight_mod B-depart_time.period_of_day O O,flight
lütfen pazartesi dallas'tan oakland california'ya tüm uçuşları verin,O B-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-toloc.state_name O O O,flight
boston'dan washington'a birleşik bir uçuşunuz var mı,B-fromloc.city_name B-toloc.city_name B-airline_name O O O O,flight
lütfen new york'tan los angeles'a uçuşları listeleyin,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
ücret kodu altında fn ne anlama geliyor,O O O B-fare_basis_code O O O,abbreviation
ücret kodu b business class ile aynı mı,O O B-fare_basis_code B-class_type I-class_type O B-mod O,abbreviation
on altı aralıkta oakland'dan dallas'a hangi uçuşların mevcut olduğunu gösterebilir misin,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O O O O O,flight
lütfen bana pittsburgh'dan atlanta'ya tek yön bir bilet verebilir misiniz,O O B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O O,airfare
charlotte'tan las vegas'a bir uçuş bulmak ve st louis'de durmak istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name O O,flight
ontario orlando uçuşları,B-fromloc.city_name B-toloc.city_name O,flight
çarşamba günleri denver'dan san francisco'ya birleşik uçuşları listele,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name O O,flight
baltimore'dan philadelphia'ya gidiş dönüş ücretlerini göster,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O,airfare
atlanta'da araba kiralamak ne kadar tutar,B-city_name B-transport_type I-transport_type O O O,ground_fare
twa kullanarak boston'dan oakland'a günlük uçuşları listeleyin,B-airline_code O B-fromloc.city_name B-toloc.city_name B-flight_days O O,flight
pittsburgh'dan baltimore'a mayıs 7'de uçan mevcut en küçük uçak hangisidir,B-fromloc.city_name B-toloc.city_name B-arrive_date.month_name B-arrive_date.day_number O O B-mod I-mod O O,aircraft
gelecek pazartesi atlanta'dan charlotte kuzey carolina'ya uçmam gerekiyor,B-depart_date.date_relative B-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-toloc.state_name I-toloc.state_name O O,flight
on ağustos boston ve pittsburgh arasındaki uçuşlar ne zaman,B-depart_date.day_number B-depart_date.month_name B-depart_date.day_number O B-toloc.city_name O O O O,flight
denver oakland uçuşları nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
baltimore'dan philadelphia'ya gidiş dönüş 1000 doların altında ücretler,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-fare_amount I-fare_amount B-cost_relative O,airfare
boston pittsburgh uçuşları,B-fromloc.city_name B-toloc.city_name O,flight
boston'dan salı günü ayrılmak istiyorum ve sabah bir ara gitmek istiyorum,B-fromloc.city_name B-depart_date.day_name O O O O B-depart_time.period_of_day O O O O,flight
lütfen ontario california'dan orlando florida'ya en kısa tek duraklı uçuşu listeleyin,O B-fromloc.city_name B-fromloc.state_name B-toloc.city_name B-toloc.state_name B-flight_mod I-flight_mod B-flight_stop I-flight_stop O O,flight
bana baltimore'daki havaalanlarının bir listesini ver,O B-city_name O O O O,airport
bana oakland'dan washington'a uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
bana salı günü hareket eden new york'tan miami'ye en ucuz uçak biletlerini göster,O B-depart_date.day_name O O O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O O,airfare
lütfen boston ve atlanta arasındaki tüm uçuşları listeleyin,O B-fromloc.city_name O B-toloc.city_name O O O O,flight
ilk haziranda chicago'dan seattle'a uçuşlar ne zaman bağlanıyor,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O O B-connect,flight
dört eylülde pittsburgh'dan atlanta'ya uçmak için en ucuz uçak bileti ne olurdu,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O B-cost_relative I-cost_relative O O O O,flight
cumartesi sabahı bana chicago'dan seattle'a kıtasal uçuşları göster,B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name B-toloc.city_name B-airline_name O O,flight
bana çarşamba veya perşembe boston'dan pittsburgh'a uçuşları göster,O B-depart_date.day_name B-or B-depart_date.day_name B-fromloc.city_name B-toloc.city_name O O,flight
denver ile san francisco arasında öğleden sonra denver'dan kalkan ve akşam 5'te varan bir uçak istiyorum,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name O O B-arrive_time.time B-arrive_time.time O O O O,flight
yarın geç saatlerde minneapolis'ten long beach'e uçmak istiyorum,B-depart_date.today_relative B-depart_time.period_mod O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
newark'a tren,B-city_name B-transport_type,ground_service
dallas'tan oakland'a cumartesi,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name,flight
amerikan havayolları philadelphia'dan san francisco'ya uçuyor mu,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
pittsburgh'dan denver'a en ucuz uçak bileti,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
boston'dan san francisco'ya yemek servisi yapan en erken uçuş hangisidir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-meal O O B-flight_mod I-flight_mod O O,flight
bana pazartesi günü denver'dan philadelphia'ya uçuşları göster,O B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name O O,flight
yedi temmuz sabah 8'de boston'dan atlanta'ya hangi uçuşlar mevcut,B-depart_date.day_number B-depart_date.month_name B-depart_time.time B-depart_time.time B-fromloc.city_name B-toloc.city_name O O O,flight
bana çarşamba boston ve baltimore arasındaki en ucuz sefer saatlerini göster,O B-depart_date.day_name B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type O B-flight_time O,flight_time
çarşamba günü denver'dan san francisco'ya uçuşları göster,B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
oakland için gece yarısı civarı pittsburgh'dan kalkan uçuşları söyleyebilir misin,B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-fromloc.city_name O O O O,flight
us 201,B-airline_code B-flight_number,flight
boston'dan san francisco'ya hangi uçuşların var,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
amerikan havayolları kaç tane birinci sınıf uçuş sağlıyor,B-airline_name I-airline_name O O B-class_type I-class_type O O,quantity
general mitchell havaalanındaki tüm kalkış ve inişleri listeleyin,B-airport_name I-airport_name I-airport_name O O O O O,flight
bana denver'dan philadelphia'ya uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
çarşamba günü beni burada washington dc'de ziyaret etmek isteyen iki arkadaşım var biri denver'da diğeri miami'de yaşıyor,B-depart_date.day_name I-depart_date.day_name O O B-toloc.city_name B-toloc.state_code O O O O O O O B-fromloc.city_name O B-fromloc.city_name O,flight
y ücret kodu ve h ücret kodu nedir,B-fare_basis_code O O O B-fare_basis_code O O O,abbreviation
baltimore'dan pittsburgh'a gidiş dönüş uçuş için seyahat düzenlemelerini bulun,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O O O,flight
hangi havayolları boston ve baltimore arasında uçuyor,O O B-fromloc.city_name O B-toloc.city_name O O,airline
dallas'tan baltimore'a tek yön bilet istiyorum,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O,airfare
charlotte'ta hangi kara taşımacılığı var,B-city_name O O O O,ground_service
bana san francisco'dan minneapolis'e uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
denver için washington'dan öğlen 12'den sonraki ilk uçuş ne zaman,B-toloc.city_name O B-fromloc.city_name B-depart_time.time I-depart_time.time B-depart_time.time_relative B-flight_mod O O O,flight
twa san francisco'ya gitmek için boston'dan ne zaman hareket ediyor,B-airline_code B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O B-flight_time O O,flight_time
bana indianapolis'ten orlando'ya yirmi yedinci aralıktaki uçuşları ver,O B-fromloc.city_name B-toloc.city_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name O O,flight
milwaukee'den tacoma washington'a akşam kalkan uçuşların bir listesini alabilir miyim,B-fromloc.city_name B-toloc.city_name B-toloc.state_name B-depart_time.period_of_day O O O O O O,flight
dallas'tan atlanta'ya tek yön ekonomik ücretlerle hangi uçuşlar mevcut,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-economy O O O O,flight
charlotte'dan newark'a öğleden sonra veya akşam kalkan bir uçak istiyorum,B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day I-depart_time.period_of_day B-or B-depart_time.period_of_day O O O O,flight
new york san jose gidiş dönüş ücretleri,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O,airfare
denver'dan atlanta'ya en düşük gidiş dönüş ücreti nedir,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,airfare
boston'dan san francisco'ya kıtasal uçuşlardan herhangi biri denver'da dur,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name O O O B-stoploc.city_name O,flight
hangi havayolları atlanta'ya hizmet ediyor,O O B-city_name O O,airline
cuma öğleden sonra atlanta'dan dallas'a hangi uçuşlar mevcut,B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O O,flight
philadelphia'dan san francisco'ya hangi uçuşlar dallas aktarmalı,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O,flight
teşekkür ederim ayrıca önümüzdeki çarşamba akşamı dallas'tan san francisco'ya seyahat etmem gerekiyor,O O O B-depart_date.date_relative B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
boston havaalanından boston şehir merkezine kara taşımacılığı nedir,B-fromloc.airport_name I-fromloc.airport_name B-toloc.city_name O O O O O,ground_service
sabah erkenden denver'dan san francisco'ya kalkan bir twa uçuşunuz var mı,B-depart_time.period_of_day B-depart_time.period_mod B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-airline_code O O O,flight
new york'tan miami'ye uçuşlar,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O,flight
denver'daki havaalanının adı nedir,B-city_name O O O,airport
boston'dan atlanta'ya bir uçuş bulmak istiyorum,B-fromloc.city_name B-toloc.city_name O O O O,flight
evet yedi temmuzda denver'dan pittsburgh'a bir uçuşa ihtiyacım var,O B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O O O,flight
orlando cleveland us air uçuşları saat 2200 civarında varıyor,B-fromloc.city_name B-toloc.city_name B-airline_name I-airline_name O O B-arrive_time.time B-arrive_time.time_relative O,flight
cuma günü pittsburgh'dan san francisco'ya hangi uçuşlar var,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
dallas'tan baltimore'a ekonomi sınıfında yedi temmuzda varıyor mümkün olan en ucuz biletin ne olduğunu bilmek istiyorum,B-fromloc.city_name B-toloc.city_name B-economy I-economy B-arrive_date.day_number B-arrive_date.month_name O O O B-cost_relative I-cost_relative O O O O O,airfare
ben de san jose'da araba kiralayabilir miyim,O O B-city_name I-city_name B-transport_type O O,ground_service
bana cuma günü newark'tan tampa'ya bir uçuş ayarla,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O,flight
yirmi yedinci aralıkta indianapolis'ten orlando'ya en ucuz bileti arıyorum,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,airfare
washington'dan san francisco'ya tüm uçuşları listeleyin lütfen,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O,flight
indianapolis'ten seattle'a en ucuz uçak bileti,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,airfare
yarın tampa'dan milwaukee'ye en erken uçuş ne zaman,B-depart_date.today_relative B-fromloc.city_name B-toloc.city_name B-flight_mod I-flight_mod O O O,flight
baltimore'dan philadelphia'ya uçmak istiyorum,B-fromloc.city_name B-toloc.city_name O O,flight
perşembe sabahı milwaukee'den orlando'ya uçuşları göster,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O,flight
boston'dan denver'a ve ardından san francisco'ya gitmem gerekiyor,B-fromloc.city_name B-toloc.city_name O O B-toloc.city_name I-toloc.city_name O O,flight
lütfen bana pazartesi günü pittsburgh'dan san francisco'ya bir uçuş ayarla,O O B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
philadelphia'dan dallas'a hangi uçuşlar kalkıyor ve öğleden önce amerikan havayollarında hareket ediyor,B-fromloc.city_name B-toloc.city_name O O O O B-depart_time.time B-depart_time.time_relative B-airline_name I-airline_name O O,flight
çarşamba akşamı atlanta'dan washington dc'ye uçuşları göster,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name B-toloc.state_code O O,flight
çarşamba günü san francisco'dan boston'a uçuş programı istiyorum,B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O B-flight_time O,flight_time
bana columbus'tan baltimore'a tüm uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O O,flight
lütfen pittsburgh'dan baltimore'a yedi mayıs varışlı uçuşları listeleyin,O B-fromloc.city_name B-toloc.city_name B-arrive_date.day_number B-arrive_date.month_name O O O,flight
lütfen bana atlanta'dan boston'a en ucuz bileti söyler misiniz,O O B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O O,airfare
bana san francisco'da kara ulaşımını göster,O B-city_name I-city_name O O O,ground_service
philadelphia'dan dallas'a bir uçuş istiyorum,B-fromloc.city_name B-toloc.city_name O O O,flight
yirmi nisanda sabah saat 8 gibi denver'dan pittsburgh'a uçmak istiyor,B-depart_date.day_number B-depart_date.month_name B-depart_time.period_of_day B-depart_time.time I-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O,flight
denver'dan atlanta'ya bir uçuş için bilgiye ihtiyacım var,B-fromloc.city_name B-toloc.city_name O O O O O O,flight
philadelphia'dan boston'a us air uçuşunun uçuş numarası 279 mu ya da 137338 mi,B-fromloc.city_name B-toloc.city_name B-airline_name I-airline_name O O O B-flight_number O B-or I-or B-flight_number O,flight_no
lütfen bana philadelphia'dan dallas'a uçuşları olan havayollarını göster,O O B-fromloc.city_name B-toloc.city_name O O O O,airline
onbir kasım 1991 pazartesi denver'dan washington dc'ye,B-depart_date.day_number B-depart_date.month_name B-depart_date.year B-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-toloc.state_code,flight
çarşamba öğleden sonra denver'dan san francisco'ya tüm uçuşları listele,B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
hangi uçuşlar çarşamba günü washington dc'den ayrılıp san francisco'ya varıyor,O O B-arrive_date.day_name I-arrive_date.day_name B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O,flight
bana cuma günü philadelphia'dan oakland'a uçuşları göster,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O,flight
boston'dan san francisco'ya amerikan havayollarında denver'da mola veren kıtalararası bir uçuş bulun,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name B-stoploc.city_name O O O O O O,flight
baltimore'dan philadelphia'ya günlük uçuşları görmek istiyorum,B-fromloc.city_name B-toloc.city_name B-flight_days O O O,flight
amerikan havayolları ne tür uçaklar kullanır,B-airline_name I-airline_name O O O O,aircraft
miami'den new york'a ücretleri göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,airfare
pittsburgh'dan philadelphia'ya uçuşları görmek istiyorum,B-fromloc.city_name B-toloc.city_name O O O,flight
pittsburgh havaalanından hangi kara taşımacılığı mevcuttur,B-fromloc.airport_name I-fromloc.airport_name O O O O,ground_service
san francisco'dan denver'a gitmek istiyorum,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
tamam boston'dan san francisco'ya sabah 8'den önce kalkan bir uçak istiyorum,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative O O O O,flight
yirmi yedinci aralık indianapolis'ten orlando'ya gidiş dönüş için en ucuz uçak bileti ücreti nedir,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O B-cost_relative I-cost_relative O O O O,airfare
denver'den san francisco'ya hangi uçuşlar var,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
atlanta'da hangi kara taşımacılığı mevcuttur,B-city_name O O O O,ground_service
bana dallas'tan atlanta'ya tek yön ekonomi ücretlerini gösterebilir misin,O B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-economy O O O,airfare
bana kanada havayolları uluslararası hizmet verdiği şehirleri göster,O B-airline_name I-airline_name I-airline_name O O O O,city
atlanta'dan yedinci ağustosta kalkan ve denver colorado'ya 7 ağustos'ta varan ve öğleden sonra kalkan bir uçak istiyorum,B-fromloc.city_name B-arrive_date.day_number B-arrive_date.month_name O O B-toloc.city_name B-toloc.state_name B-arrive_date.day_number B-arrive_date.month_name O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O,flight
nashville cleveland uçak bileti fiyatları,B-fromloc.city_name B-toloc.city_name O O O,airfare
boston ve san francisco arasındaki en ucuz business sınıfı uçuş hangisidir,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-cost_relative I-cost_relative B-class_type I-class_type O O,flight
on dokuz temmuz dallas ve baltimore arasındaki en ucuz uçuşlar hangileridir,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name O B-toloc.city_name O B-cost_relative I-cost_relative O O,flight
orlando'dan kansas şehrine tüm gidiş dönüş uçuşları listele,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-round_trip I-round_trip O O,flight
denver'dan boston'a günlük uçuşları listele,B-fromloc.city_name B-toloc.city_name B-flight_days O O,flight
pittsburgh dallas uçuşlarının bir listesini istiyorum,B-fromloc.city_name B-toloc.city_name O O O O,flight
bana boston pittsburgh uçuşlarını göster,O B-fromloc.city_name B-toloc.city_name O O,flight
ne anlama geliyor,O O B-fare_basis_code,abbreviation
denver'dan atlanta'ya dönüş uçuşuna ihtiyacım var,B-fromloc.city_name B-toloc.city_name O O O O,flight
miami'den cleveland'a pazar öğleden sonra kalkan us air tüm uçuşlarımızı listele,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day O B-airline_name I-airline_name O O O,flight
kansas şehrinden st paul'e seyahat etmek ve akşam yemeği vakti ile orada olmak istiyorum,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O B-depart_time.period_of_day I-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative O O O,flight
bana baltimore'da kara ulaşımını göster,O B-city_name O O O,ground_service
bana baltimore boston uçuşlarını göster,O B-fromloc.city_name B-toloc.city_name O O,flight
altı nisanda tampa'dan charlotte'a sabah erken bir uçuş rezervasyonu yapmak istiyorum,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day B-depart_time.period_of_day O O O O O,flight
lütfen bana hangi havayolunun atlanta'dan en çok kalkış yaptığını söyle,O O O O B-fromloc.city_name B-mod I-mod O O O,airline
us air washington dc'den denver'a uçar mı,B-airline_name I-airline_name B-fromloc.city_name B-fromloc.state_code B-toloc.city_name O O,flight
boston'dan denver'a 281 numaralı uçuş salı günü kalkıyor mu,B-fromloc.city_name B-toloc.city_name B-flight_number B-airline_code B-airline_code B-depart_date.day_name O O B-airline_code,flight
indianapolis'ten houston'a 1030 1130 saatleri arasında houston'a varan tüm trans dünya havayolu uçuşlarını listeleyin,B-fromloc.city_name B-toloc.city_name B-arrive_time.start_time B-arrive_time.end_time O O B-toloc.city_name O O B-airline_name I-airline_name I-airline_name O O,flight
perşembe öğleden önce milwaukee'den orlando'ya uçuşları göster,B-depart_date.day_name B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O,flight
atlanta uçuşları lütfen,B-fromloc.city_name O O,flight
perşembe akşamı san francisco'dan pittsburgh'a hangi uçuşlar mevcut,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O,flight
on dokuz temmuz'da denver'dan baltimore'a kaç uçuş var,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name O O O,quantity
tamam pazar günü tampa'dan charlotte'a bir uçağa ne dersin,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O O,flight
boston philadelphia us air uçuşlarının ücretlerini listele,B-fromloc.city_name B-toloc.city_name B-airline_name I-airline_name O O O,airfare
denver'da araba kiralamaya ne dersiniz,B-city_name B-transport_type I-transport_type O O,ground_service
727 numaralı bir uçakla ilgileniyorum washington'dan atlanta'ya gitmek istiyorum,B-aircraft_code O O O O B-fromloc.city_name B-toloc.city_name O O,flight
amerikan havayolları için hizmet sınıfları nelerdir,B-airline_name I-airline_name O O O O,flight
charlotte'den baltimore'a hangi uçuşlar var,B-fromloc.city_name B-toloc.city_name O O O,flight
amerikan havayollarında birinci sınıf uçuş sayısı kaçtır,B-airline_name I-airline_name B-class_type I-class_type O O O,flight_no
perşembe sabahı pittsburgh'dan baltimore'a hangi uçuşlar mevcut,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O O,flight
pittsburgh'dan newark'a saat 1020'den sonra hangi uçuşlar var,B-fromloc.city_name B-toloc.city_name B-depart_time.time I-depart_time.time B-depart_time.time_relative O O O,flight
twa hangi uçakları kullanır,B-airline_code O O O,aircraft
tamam bilmek istediğim şey charlotte'tan las vegas'a twa 505 uçuşunun st louis'de durup durmadığı 505 veya 163 numaralı uçuşta akşam yemeği servisi yapıyor,O O O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_code B-flight_number O B-stoploc.city_name I-stoploc.city_name O O B-flight_number B-or B-flight_number O O B-meal_description I-meal_description O O,flight
denver'den san francisco'ya tüm uçuşları ve ücretleri göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O O,flight+airfare
ls ne anlama geliyor,B-meal_code O O O,abbreviation
